batch_id,machine_id,plant_id,start_time,end_time,units_produced,units_defective,defect_rate,product_line,shift,batch_status
BCH-0002348,MCH-0364,PLT-02,2022-01-16 22:59:04,2022-01-17 09:59:04,214,21,0.0984,HMI,Night,Passed
BCH-0002349,MCH-0415,PLT-05,2024-11-23 05:27:00,2024-11-23 18:27:00,324,50,0.1562,HMI,Afternoon,Passed
BCH-0002350,MCH-0099,PLT-05,2022-12-25 04:37:52,2022-12-26 02:37:52,1917,42,0.0221,PLC,Afternoon,Passed
BCH-0002351,MCH-0430,PLT-05,2022-10-01 17:40:26,2022-10-02 05:40:26,741,177,0.2398,PLC,Afternoon,Passed
BCH-0002352,MCH-0283,PLT-08,2024-08-05 08:59:41,2024-08-05 20:59:41,1141,72,0.0639,Sensor,Night,Passed
BCH-0002353,MCH-0382,PLT-07,2023-06-25 09:39:22,2023-06-26 07:39:22,1985,242,0.1223,HMI,Morning,Passed
BCH-0002354,MCH-0016,PLT-09,2022-11-18 15:52:17,2022-11-18 20:52:17,158,20,0.132,Sensor,Morning,Passed
BCH-0002355,MCH-0044,PLT-09,2022-11-01 08:54:40,2022-11-02 06:54:40,965,86,0.0898,PLC,Morning,Passed
BCH-0002356,MCH-0366,PLT-02,2022-11-22 07:02:47,2022-11-23 06:02:47,1756,48,0.0278,Drive,Morning,Passed
BCH-0002357,MCH-0233,PLT-06,2022-09-14 01:05:18,2022-09-14 03:05:18,494,59,0.12,HMI,Night,Passed
BCH-0002358,MCH-0443,PLT-02,2024-09-15 16:56:41,2024-09-15 19:56:41,1816,42,0.0235,HMI,Morning,Passed
BCH-0002359,MCH-0079,PLT-09,2023-11-02 00:05:08,2023-11-02 21:05:08,1107,77,0.0696,PLC,Night,Passed
BCH-0002360,MCH-0497,PLT-05,2022-09-24 23:47:03,2022-09-25 22:47:03,1335,143,0.1076,Relay,Afternoon,Passed
BCH-0002361,MCH-0040,PLT-02,2024-05-10 14:45:02,2024-05-11 09:45:02,1399,120,0.0862,Relay,Afternoon,Passed
BCH-0002362,MCH-0213,PLT-09,2023-04-30 22:39:22,2023-05-01 15:39:22,1774,17,0.0101,Sensor,Night,Passed
BCH-0002363,MCH-0338,PLT-05,2023-01-06 01:34:46,2023-01-06 03:34:46,1257,65,0.0522,HMI,Afternoon,Passed
BCH-0002364,MCH-0454,PLT-05,2024-02-22 03:04:57,2024-02-22 12:04:57,803,130,0.1628,HMI,Afternoon,Under Review
BCH-0002365,MCH-0176,PLT-01,2022-11-28 21:23:06,2022-11-29 05:23:06,1997,76,0.0383,Relay,Morning,Passed
BCH-0002366,MCH-0086,PLT-05,2022-03-17 05:31:35,2022-03-17 11:31:35,541,17,0.032,PLC,Morning,Passed
BCH-0002367,MCH-0053,PLT-08,2024-12-03 12:37:48,2024-12-04 02:37:48,1910,52,0.0276,Drive,Night,Failed
BCH-0002368,MCH-0160,PLT-02,2023-03-15 12:09:50,2023-03-15 23:09:50,438,50,0.1146,HMI,Afternoon,Passed
BCH-0002369,MCH-0238,PLT-03,2022-10-03 15:17:38,2022-10-03 17:17:38,499,145,0.2912,Drive,Afternoon,Passed
BCH-0002370,MCH-0418,PLT-05,2023-06-24 23:34:55,2023-06-25 20:34:55,1324,141,0.1069,Drive,Afternoon,Passed
BCH-0002371,MCH-0225,PLT-06,2024-02-27 18:51:56,2024-02-28 01:51:56,1073,57,0.0538,Relay,Night,Passed
BCH-0002372,MCH-0241,PLT-02,2022-02-24 20:27:22,2022-02-25 04:27:22,827,194,0.2355,Sensor,Night,Passed
BCH-0002373,MCH-0487,PLT-09,2024-12-26 09:33:07,2024-12-26 14:33:07,1293,176,0.1365,Sensor,Night,Under Review
BCH-0002374,MCH-0393,PLT-02,2024-05-24 22:52:23,2024-05-25 21:52:23,466,19,0.0421,PLC,Morning,Passed
BCH-0002375,MCH-0148,PLT-04,2022-12-10 04:12:00,2022-12-10 14:12:00,1652,216,0.1311,Sensor,Night,Passed
BCH-0002376,MCH-0169,PLT-10,2023-12-03 20:12:37,2023-12-04 18:12:37,139,9,0.065,HMI,Morning,Failed
BCH-0002377,MCH-0376,PLT-01,2024-11-09 09:13:42,2024-11-09 11:13:42,516,21,0.042,Relay,Afternoon,Passed
BCH-0002378,MCH-0361,PLT-06,2023-03-19 02:08:53,2023-03-19 20:08:53,1749,119,0.0681,PLC,Night,Passed
BCH-0002379,MCH-0344,PLT-05,2022-11-05 10:31:05,2022-11-05 12:31:05,131,16,0.128,Drive,Afternoon,Passed
BCH-0002380,MCH-0495,PLT-03,2022-06-28 15:51:48,2022-06-28 22:51:48,834,42,0.0505,Relay,Afternoon,Failed
BCH-0002381,MCH-0386,PLT-01,2022-07-21 14:16:50,2022-07-22 07:16:50,754,70,0.0935,HMI,Night,Passed
BCH-0002382,MCH-0016,PLT-06,2024-07-15 14:43:41,2024-07-16 11:43:41,660,37,0.0566,Relay,Night,Passed
BCH-0002383,MCH-0401,PLT-02,2022-04-24 09:54:46,2022-04-24 16:54:46,976,79,0.0816,HMI,Afternoon,Passed
BCH-0002384,MCH-0405,PLT-03,2022-09-14 10:47:15,2022-09-15 04:47:15,1420,60,0.0425,Relay,Morning,Passed
BCH-0002385,MCH-0399,PLT-08,2023-03-10 23:30:10,2023-03-11 08:30:10,1676,222,0.1325,Relay,Morning,Passed
BCH-0002386,MCH-0293,PLT-07,2024-01-21 20:26:50,2024-01-22 12:26:50,627,50,0.0802,Sensor,Morning,Passed
BCH-0002387,MCH-0277,PLT-05,2023-10-11 18:46:32,2023-10-12 08:46:32,1302,211,0.1623,Drive,Afternoon,Passed
BCH-0002388,MCH-0248,PLT-04,2023-08-18 16:28:29,2023-08-19 07:28:29,953,91,0.0963,Relay,Night,Passed
BCH-0002389,MCH-0056,PLT-06,2024-05-16 05:31:56,2024-05-17 01:31:56,991,180,0.1818,PLC,Night,Under Review
BCH-0002390,MCH-0020,PLT-05,2022-04-12 03:40:37,2022-04-12 14:40:37,663,80,0.121,Sensor,Afternoon,Passed
BCH-0002391,MCH-0319,PLT-09,2024-12-05 20:13:01,2024-12-06 13:13:01,250,5,0.0217,Drive,Afternoon,Passed
BCH-0002392,MCH-0450,PLT-05,2022-09-23 17:12:25,2022-09-24 14:12:25,219,54,0.2495,PLC,Afternoon,Passed
BCH-0002393,MCH-0086,PLT-03,2022-05-11 22:40:01,2022-05-12 01:40:01,1083,58,0.0542,Relay,Morning,Passed
BCH-0002394,MCH-0332,PLT-07,2023-03-28 05:16:20,2023-03-28 09:16:20,1964,57,0.0291,PLC,Afternoon,Passed
BCH-0002395,MCH-0492,PLT-07,2022-08-14 08:20:38,2022-08-14 09:20:38,1992,21,0.011,PLC,Morning,Passed
BCH-0002396,MCH-0064,PLT-04,2024-11-25 19:28:50,2024-11-26 06:28:50,1656,73,0.0443,Relay,Afternoon,Passed
BCH-0002397,MCH-0416,PLT-07,2024-09-02 18:32:29,2024-09-02 22:32:29,827,33,0.0411,HMI,Night,Passed
BCH-0002398,MCH-0370,PLT-01,2022-04-15 03:27:49,2022-04-15 15:27:49,61,5,0.0849,Drive,Morning,Passed
BCH-0002399,MCH-0199,PLT-09,2023-12-11 08:27:08,2023-12-12 03:27:08,1713,256,0.1499,HMI,Afternoon,Passed
BCH-0002400,MCH-0190,PLT-10,2023-04-25 10:50:03,2023-04-26 06:50:03,126,19,0.1558,HMI,Morning,Passed
BCH-0002401,MCH-0031,PLT-10,2023-11-11 05:44:57,2023-11-11 15:44:57,716,175,0.2449,PLC,Afternoon,Passed
BCH-0002402,MCH-0221,PLT-03,2022-06-30 19:35:51,2022-07-01 03:35:51,753,35,0.0472,Sensor,Night,Passed
BCH-0002403,MCH-0067,PLT-03,2022-02-01 14:18:48,2022-02-01 21:18:48,101,6,0.0658,Sensor,Morning,Under Review
BCH-0002404,MCH-0385,PLT-06,2024-01-01 10:56:51,2024-01-01 20:56:51,1992,162,0.0816,Sensor,Night,Passed
BCH-0002405,MCH-0228,PLT-04,2022-12-18 15:55:26,2022-12-19 12:55:26,1028,62,0.0611,Drive,Night,Passed
BCH-0002406,MCH-0141,PLT-02,2022-03-19 05:06:34,2022-03-19 09:06:34,1109,201,0.1814,Drive,Night,Passed
BCH-0002407,MCH-0310,PLT-05,2022-03-16 08:55:40,2022-03-17 04:55:40,1973,45,0.0231,Drive,Morning,Failed
BCH-0002408,MCH-0131,PLT-04,2024-07-18 23:40:13,2024-07-19 15:40:13,1399,44,0.0317,Drive,Night,Passed
BCH-0002409,MCH-0054,PLT-05,2022-09-08 01:09:47,2022-09-08 23:09:47,941,241,0.2566,PLC,Morning,Passed
BCH-0002410,MCH-0036,PLT-02,2024-10-05 14:38:25,2024-10-05 19:38:25,631,102,0.1627,PLC,Night,Passed
BCH-0002411,MCH-0207,PLT-07,2024-11-07 13:38:28,2024-11-08 11:38:28,306,31,0.1035,Drive,Night,Passed
BCH-0002412,MCH-0298,PLT-01,2023-04-23 20:26:43,2023-04-24 05:26:43,1465,46,0.032,HMI,Morning,Under Review
BCH-0002413,MCH-0094,PLT-06,2022-08-02 16:11:42,2022-08-02 23:11:42,1941,320,0.1653,HMI,Afternoon,Failed
BCH-0002414,MCH-0187,PLT-06,2023-10-04 22:51:10,2023-10-05 11:51:10,1929,147,0.0767,PLC,Morning,Passed
BCH-0002415,MCH-0240,PLT-02,2024-02-15 01:03:52,2024-02-15 10:03:52,778,97,0.1251,Drive,Morning,Passed
BCH-0002416,MCH-0153,PLT-07,2022-12-09 13:11:34,2022-12-10 11:11:34,1867,447,0.2396,Sensor,Morning,Passed
BCH-0002417,MCH-0032,PLT-07,2024-07-21 08:07:02,2024-07-21 13:07:02,560,31,0.0565,Drive,Afternoon,Passed
BCH-0002418,MCH-0292,PLT-10,2024-08-25 05:28:53,2024-08-26 04:28:53,1081,103,0.096,HMI,Morning,Passed
BCH-0002419,MCH-0056,PLT-10,2024-03-01 01:44:48,2024-03-01 03:44:48,1679,22,0.0133,PLC,Morning,Failed
BCH-0002420,MCH-0431,PLT-08,2024-09-01 15:52:25,2024-09-02 11:52:25,862,45,0.0529,Sensor,Night,Under Review
BCH-0002421,MCH-0106,PLT-10,2024-03-15 11:46:32,2024-03-16 03:46:32,866,102,0.1179,Sensor,Afternoon,Passed
BCH-0002422,MCH-0074,PLT-03,2023-04-05 04:34:08,2023-04-05 18:34:08,286,64,0.2271,Drive,Night,Passed
BCH-0002423,MCH-0450,PLT-09,2023-12-19 12:51:52,2023-12-19 19:51:52,1968,203,0.1034,HMI,Morning,Passed
BCH-0002424,MCH-0047,PLT-02,2023-12-04 10:10:16,2023-12-05 04:10:16,1661,54,0.0331,Drive,Afternoon,Passed
BCH-0002425,MCH-0409,PLT-09,2024-01-31 04:47:07,2024-01-31 16:47:07,1050,61,0.0583,Relay,Night,Passed
BCH-0002426,MCH-0261,PLT-02,2024-04-22 17:15:43,2024-04-22 23:15:43,535,106,0.1991,Drive,Morning,Passed
BCH-0002427,MCH-0032,PLT-03,2024-02-15 20:54:13,2024-02-16 16:54:13,1519,116,0.0766,Relay,Afternoon,Passed
BCH-0002428,MCH-0155,PLT-03,2022-10-24 12:50:52,2022-10-25 11:50:52,622,47,0.0767,Relay,Night,Passed
BCH-0002429,MCH-0182,PLT-01,2022-05-04 06:06:36,2022-05-04 07:06:36,835,63,0.0757,Drive,Night,Passed
BCH-0002430,MCH-0156,PLT-02,2023-07-23 01:36:57,2023-07-23 22:36:57,1212,199,0.1649,Sensor,Night,Passed
BCH-0002431,MCH-0072,PLT-10,2023-08-12 18:29:42,2023-08-13 00:29:42,772,10,0.0138,Sensor,Afternoon,Passed
BCH-0002432,MCH-0260,PLT-05,2022-08-01 07:35:50,2022-08-02 03:35:50,724,36,0.0503,PLC,Night,Passed
BCH-0002433,MCH-0190,PLT-03,2024-06-22 16:04:37,2024-06-23 01:04:37,639,116,0.1827,Drive,Afternoon,Passed
BCH-0002434,MCH-0092,PLT-09,2023-05-31 03:53:13,2023-06-01 01:53:13,1180,84,0.0712,Drive,Morning,Passed
BCH-0002435,MCH-0066,PLT-03,2022-08-26 02:18:24,2022-08-26 12:18:24,166,7,0.0469,Relay,Morning,Passed
BCH-0002436,MCH-0095,PLT-09,2022-12-25 11:56:25,2022-12-26 03:56:25,774,118,0.1537,HMI,Night,Passed
BCH-0002437,MCH-0299,PLT-03,2024-03-13 20:05:51,2024-03-14 12:05:51,185,28,0.1567,Drive,Night,Passed
BCH-0002438,MCH-0165,PLT-05,2024-06-24 12:28:01,2024-06-25 09:28:01,679,101,0.1492,Relay,Afternoon,Passed
BCH-0002439,MCH-0161,PLT-07,2024-08-24 14:48:10,2024-08-24 22:48:10,1014,36,0.0361,HMI,Afternoon,Passed
BCH-0002440,MCH-0402,PLT-07,2023-06-16 17:01:28,2023-06-17 09:01:28,1735,77,0.0444,Relay,Night,Passed
BCH-0002441,MCH-0451,PLT-01,2022-03-31 20:03:52,2022-04-01 12:03:52,1171,99,0.0853,Drive,Morning,Passed
BCH-0002442,MCH-0494,PLT-07,2024-02-20 10:01:06,2024-02-21 03:01:06,1519,350,0.2307,Relay,Night,Passed
BCH-0002443,MCH-0229,PLT-03,2022-11-14 00:49:52,2022-11-14 18:49:52,1274,122,0.0963,PLC,Morning,Passed
BCH-0002444,MCH-0241,PLT-02,2023-09-20 02:28:50,2023-09-20 04:28:50,1302,60,0.0465,PLC,Morning,Under Review
BCH-0002445,MCH-0450,PLT-01,2022-12-17 17:05:21,2022-12-18 15:05:21,1096,140,0.1278,PLC,Afternoon,Passed
BCH-0002446,MCH-0279,PLT-07,2024-12-29 14:55:58,2024-12-30 13:55:58,1583,173,0.1099,Drive,Morning,Failed
BCH-0002447,MCH-0084,PLT-09,2023-01-23 23:58:52,2023-01-24 12:58:52,467,36,0.0789,HMI,Night,Passed
BCH-0002448,MCH-0092,PLT-05,2023-01-15 22:49:36,2023-01-16 15:49:36,214,14,0.0672,Relay,Afternoon,Passed
BCH-0002449,MCH-0074,PLT-09,2022-09-03 17:15:03,2022-09-03 23:15:03,198,24,0.1241,Drive,Morning,Passed
BCH-0002450,MCH-0304,PLT-01,2024-11-19 19:46:27,2024-11-19 21:46:27,810,33,0.0419,Drive,Night,Failed
BCH-0002451,MCH-0067,PLT-05,2024-11-09 00:42:47,2024-11-09 12:42:47,253,20,0.0826,Drive,Afternoon,Passed
BCH-0002452,MCH-0319,PLT-01,2024-04-26 03:13:15,2024-04-26 10:13:15,1978,381,0.1931,Relay,Night,Passed
BCH-0002453,MCH-0266,PLT-07,2024-10-27 19:33:08,2024-10-28 00:33:08,937,44,0.048,Sensor,Night,Failed
BCH-0002454,MCH-0159,PLT-06,2024-12-21 19:11:06,2024-12-22 15:11:06,1286,210,0.164,Sensor,Night,Passed
BCH-0002455,MCH-0347,PLT-02,2024-03-08 22:43:45,2024-03-09 13:43:45,416,83,0.2005,Relay,Night,Under Review
BCH-0002456,MCH-0100,PLT-03,2023-10-24 23:37:26,2023-10-25 10:37:26,361,54,0.1515,Sensor,Morning,Under Review
BCH-0002457,MCH-0303,PLT-01,2022-01-13 06:53:43,2022-01-14 05:53:43,663,21,0.032,Drive,Morning,Passed
BCH-0002458,MCH-0121,PLT-04,2022-07-04 23:01:30,2022-07-05 00:01:30,1439,121,0.0847,Drive,Night,Passed
BCH-0002459,MCH-0046,PLT-10,2023-08-20 12:21:38,2023-08-21 06:21:38,1560,89,0.0574,Sensor,Afternoon,Passed
BCH-0002460,MCH-0183,PLT-01,2024-09-21 17:30:43,2024-09-21 19:30:43,1679,309,0.1845,Sensor,Morning,Under Review
BCH-0002461,MCH-0276,PLT-02,2023-10-28 19:56:00,2023-10-29 15:56:00,825,45,0.0549,Sensor,Afternoon,Failed
BCH-0002462,MCH-0264,PLT-04,2024-10-08 05:12:35,2024-10-08 21:12:35,289,34,0.1211,Drive,Morning,Passed
BCH-0002463,MCH-0428,PLT-06,2024-11-11 15:52:20,2024-11-12 06:52:20,1668,457,0.2742,Relay,Morning,Passed
BCH-0002464,MCH-0214,PLT-07,2022-04-06 10:34:10,2022-04-06 22:34:10,429,35,0.0817,PLC,Afternoon,Failed
BCH-0002465,MCH-0156,PLT-10,2023-07-07 18:44:36,2023-07-08 11:44:36,1836,139,0.0758,Sensor,Afternoon,Failed
BCH-0002466,MCH-0386,PLT-03,2023-05-28 16:35:06,2023-05-29 08:35:06,1544,104,0.0676,Relay,Afternoon,Passed
BCH-0002467,MCH-0448,PLT-10,2022-05-24 02:50:37,2022-05-24 03:50:37,981,85,0.0875,Sensor,Morning,Passed
BCH-0002468,MCH-0426,PLT-04,2024-04-07 07:03:38,2024-04-08 06:03:38,1556,303,0.1953,Drive,Afternoon,Under Review
BCH-0002469,MCH-0434,PLT-05,2022-02-26 01:47:09,2022-02-26 08:47:09,1171,127,0.1092,Relay,Morning,Failed
BCH-0002470,MCH-0237,PLT-05,2023-05-02 09:07:10,2023-05-03 07:07:10,1495,135,0.0904,PLC,Afternoon,Under Review
BCH-0002471,MCH-0093,PLT-02,2024-09-23 07:05:58,2024-09-23 20:05:58,1041,91,0.0877,Drive,Night,Failed
BCH-0002472,MCH-0142,PLT-03,2022-07-03 03:48:09,2022-07-04 02:48:09,1511,26,0.0177,Sensor,Night,Passed
BCH-0002473,MCH-0020,PLT-02,2022-08-06 05:19:22,2022-08-06 19:19:22,1460,257,0.1761,Relay,Night,Passed
BCH-0002474,MCH-0309,PLT-07,2023-01-01 01:49:40,2023-01-01 17:49:40,1932,302,0.1566,Drive,Afternoon,Passed
BCH-0002475,MCH-0310,PLT-04,2022-05-27 09:00:14,2022-05-28 05:00:14,1462,218,0.1493,Sensor,Afternoon,Passed
BCH-0002476,MCH-0197,PLT-04,2023-10-31 21:25:21,2023-11-01 06:25:21,105,8,0.0763,HMI,Afternoon,Failed
BCH-0002477,MCH-0088,PLT-09,2022-09-20 05:41:57,2022-09-20 08:41:57,1319,41,0.0312,HMI,Afternoon,Passed
BCH-0002478,MCH-0075,PLT-06,2022-07-28 00:16:14,2022-07-28 07:16:14,1059,30,0.0289,Sensor,Night,Under Review
BCH-0002479,MCH-0146,PLT-03,2022-12-14 00:16:02,2022-12-14 17:16:02,997,129,0.1301,Drive,Afternoon,Passed
BCH-0002480,MCH-0117,PLT-08,2022-04-27 21:55:41,2022-04-28 20:55:41,1047,54,0.0522,Relay,Night,Passed
BCH-0002481,MCH-0005,PLT-01,2022-01-01 00:44:47,2022-01-01 04:44:47,1367,248,0.1817,HMI,Afternoon,Passed
BCH-0002482,MCH-0436,PLT-02,2022-09-06 18:12:22,2022-09-06 19:12:22,1554,67,0.0432,Drive,Afternoon,Passed
BCH-0002483,MCH-0397,PLT-02,2024-03-27 13:30:30,2024-03-27 23:30:30,827,42,0.0516,HMI,Night,Passed
BCH-0002484,MCH-0193,PLT-07,2023-04-17 13:19:04,2023-04-17 15:19:04,281,12,0.0435,Relay,Afternoon,Passed
BCH-0002485,MCH-0346,PLT-01,2024-03-30 06:03:09,2024-03-31 03:03:09,1806,209,0.116,PLC,Afternoon,Passed
BCH-0002486,MCH-0432,PLT-10,2023-02-15 22:06:45,2023-02-16 10:06:45,1755,100,0.0572,HMI,Morning,Passed
BCH-0002487,MCH-0192,PLT-09,2022-07-06 17:00:24,2022-07-06 22:00:24,258,13,0.0524,Sensor,Afternoon,Failed
BCH-0002488,MCH-0165,PLT-04,2023-10-01 12:35:44,2023-10-02 04:35:44,1053,256,0.2433,Relay,Night,Passed
BCH-0002489,MCH-0157,PLT-04,2022-07-20 09:42:49,2022-07-21 05:42:49,1163,242,0.2088,Drive,Afternoon,Passed
BCH-0002490,MCH-0026,PLT-08,2024-11-11 06:58:27,2024-11-11 12:58:27,162,14,0.0923,Sensor,Afternoon,Failed
BCH-0002491,MCH-0403,PLT-04,2023-03-25 17:22:03,2023-03-26 06:22:03,1056,165,0.157,Sensor,Afternoon,Passed
BCH-0002492,MCH-0155,PLT-06,2024-01-09 16:39:47,2024-01-10 10:39:47,1649,120,0.073,Sensor,Morning,Passed
BCH-0002493,MCH-0266,PLT-06,2024-02-26 21:48:48,2024-02-27 03:48:48,1736,84,0.0484,PLC,Night,Under Review
BCH-0002494,MCH-0278,PLT-09,2022-09-21 00:40:35,2022-09-21 05:40:35,724,131,0.181,Relay,Night,Passed
BCH-0002495,MCH-0041,PLT-09,2022-10-13 18:08:16,2022-10-14 10:08:16,520,84,0.1617,Drive,Morning,Under Review
BCH-0002496,MCH-0409,PLT-05,2022-01-30 04:02:44,2022-01-30 09:02:44,1019,110,0.1083,Sensor,Night,Passed
BCH-0002497,MCH-0169,PLT-01,2022-11-02 07:28:43,2022-11-02 16:28:43,611,138,0.2259,PLC,Night,Passed
BCH-0002498,MCH-0216,PLT-07,2022-05-06 03:59:57,2022-05-06 07:59:57,902,86,0.096,Sensor,Morning,Passed
BCH-0002499,MCH-0191,PLT-03,2022-09-23 02:47:10,2022-09-23 10:47:10,1690,76,0.0455,Relay,Night,Passed
BCH-0002500,MCH-0004,PLT-07,2023-01-19 00:04:22,2023-01-19 09:04:22,1111,277,0.2498,Sensor,Afternoon,Passed
BCH-0002501,MCH-0305,PLT-07,2024-06-23 07:39:50,2024-06-24 02:39:50,1161,233,0.2015,Drive,Afternoon,Under Review
BCH-0002502,MCH-0197,PLT-05,2023-06-02 05:37:25,2023-06-02 20:37:25,1936,406,0.2101,HMI,Morning,Passed
BCH-0002503,MCH-0413,PLT-03,2023-10-17 15:17:23,2023-10-18 00:17:23,762,19,0.0258,Relay,Morning,Passed
BCH-0002504,MCH-0126,PLT-03,2022-01-17 03:17:04,2022-01-17 16:17:04,1492,217,0.1456,Sensor,Afternoon,Passed
BCH-0002505,MCH-0319,PLT-10,2024-03-13 23:36:42,2024-03-14 09:36:42,1721,128,0.0748,Drive,Night,Passed
BCH-0002506,MCH-0395,PLT-06,2023-12-16 13:23:09,2023-12-17 05:23:09,1300,1,0.0014,Relay,Morning,Passed
BCH-0002507,MCH-0301,PLT-09,2024-12-20 19:31:53,2024-12-21 08:31:53,878,142,0.1628,HMI,Afternoon,Passed
BCH-0002508,MCH-0108,PLT-02,2022-04-09 15:38:08,2022-04-10 03:38:08,346,46,0.1343,Drive,Afternoon,Failed
BCH-0002509,MCH-0086,PLT-03,2023-03-12 14:35:47,2023-03-12 16:35:47,1665,156,0.094,PLC,Morning,Passed
BCH-0002510,MCH-0013,PLT-07,2023-03-27 15:18:20,2023-03-27 21:18:20,218,17,0.0791,Drive,Night,Passed
BCH-0002511,MCH-0243,PLT-01,2024-02-08 09:00:42,2024-02-09 06:00:42,186,8,0.0475,PLC,Night,Failed
BCH-0002512,MCH-0227,PLT-02,2022-03-22 18:15:55,2022-03-23 14:15:55,798,31,0.0395,Sensor,Night,Passed
BCH-0002513,MCH-0426,PLT-05,2022-02-25 04:40:59,2022-02-26 01:40:59,1764,38,0.0216,Drive,Morning,Passed
BCH-0002514,MCH-0203,PLT-05,2022-01-18 04:36:01,2022-01-19 01:36:01,1721,323,0.1879,Drive,Night,Passed
BCH-0002515,MCH-0123,PLT-05,2024-01-23 05:45:47,2024-01-23 16:45:47,485,30,0.063,HMI,Afternoon,Passed
BCH-0002516,MCH-0437,PLT-08,2023-02-07 01:08:50,2023-02-07 10:08:50,670,64,0.0962,Relay,Morning,Failed
BCH-0002517,MCH-0167,PLT-02,2024-09-24 06:52:35,2024-09-24 17:52:35,1491,217,0.1457,Relay,Night,Passed
BCH-0002518,MCH-0385,PLT-01,2024-03-06 18:43:05,2024-03-06 19:43:05,852,157,0.1844,PLC,Afternoon,Failed
BCH-0002519,MCH-0131,PLT-02,2023-03-05 10:24:20,2023-03-06 08:24:20,809,110,0.1367,Relay,Afternoon,Passed
BCH-0002520,MCH-0111,PLT-03,2022-03-03 05:45:56,2022-03-04 00:45:56,872,31,0.0366,Drive,Morning,Failed
BCH-0002521,MCH-0309,PLT-04,2024-06-22 01:05:21,2024-06-22 10:05:21,1234,43,0.0354,Sensor,Night,Passed
BCH-0002522,MCH-0454,PLT-05,2024-06-17 22:30:32,2024-06-18 03:30:32,1389,92,0.0667,Sensor,Afternoon,Passed
BCH-0002523,MCH-0413,PLT-09,2022-06-28 02:57:01,2022-06-28 08:57:01,1020,73,0.0724,Drive,Morning,Passed
BCH-0002524,MCH-0310,PLT-02,2023-08-22 21:43:49,2023-08-23 09:43:49,1764,110,0.0629,PLC,Night,Failed
BCH-0002525,MCH-0229,PLT-09,2023-11-17 05:50:05,2023-11-17 06:50:05,881,31,0.0355,Sensor,Afternoon,Passed
BCH-0002526,MCH-0271,PLT-05,2023-01-26 11:32:55,2023-01-27 06:32:55,765,66,0.0865,Sensor,Night,Passed
BCH-0002527,MCH-0283,PLT-07,2022-10-26 04:27:58,2022-10-26 11:27:58,1226,22,0.0184,HMI,Morning,Passed
BCH-0002528,MCH-0173,PLT-03,2024-08-25 18:22:03,2024-08-26 10:22:03,804,129,0.1607,PLC,Night,Under Review
BCH-0002529,MCH-0495,PLT-05,2024-01-19 18:30:42,2024-01-20 16:30:42,229,31,0.1391,PLC,Night,Passed
BCH-0002530,MCH-0415,PLT-07,2022-01-13 06:52:58,2022-01-13 16:52:58,1982,274,0.1384,PLC,Night,Passed
BCH-0002531,MCH-0323,PLT-07,2022-11-02 09:22:15,2022-11-03 01:22:15,548,15,0.0291,Sensor,Afternoon,Passed
BCH-0002532,MCH-0407,PLT-02,2023-05-14 03:22:47,2023-05-14 19:22:47,1864,194,0.1042,HMI,Morning,Passed
BCH-0002533,MCH-0044,PLT-03,2023-12-28 14:46:20,2023-12-29 09:46:20,1557,300,0.1932,Drive,Afternoon,Passed
BCH-0002534,MCH-0443,PLT-07,2024-12-08 14:11:21,2024-12-09 12:11:21,1464,181,0.1238,Sensor,Afternoon,Passed
BCH-0002535,MCH-0124,PLT-03,2024-04-10 09:53:45,2024-04-11 06:53:45,514,70,0.1379,Sensor,Morning,Passed
BCH-0002536,MCH-0020,PLT-08,2024-10-12 04:24:45,2024-10-12 06:24:45,1755,74,0.0422,HMI,Night,Under Review
BCH-0002537,MCH-0389,PLT-03,2023-05-31 07:09:40,2023-05-31 19:09:40,1224,187,0.1531,HMI,Morning,Passed
BCH-0002538,MCH-0032,PLT-01,2022-01-04 08:16:33,2022-01-04 09:16:33,285,22,0.0785,HMI,Night,Passed
BCH-0002539,MCH-0399,PLT-09,2024-12-01 03:37:34,2024-12-01 23:37:34,304,10,0.0349,Relay,Night,Passed
BCH-0002540,MCH-0184,PLT-06,2023-05-14 10:46:35,2023-05-15 07:46:35,254,25,0.0986,HMI,Night,Passed
BCH-0002541,MCH-0090,PLT-04,2024-05-16 15:10:40,2024-05-17 02:10:40,114,13,0.1158,Sensor,Night,Failed
BCH-0002542,MCH-0125,PLT-07,2022-12-21 00:42:13,2022-12-21 11:42:13,1201,13,0.0111,Drive,Morning,Passed
BCH-0002543,MCH-0430,PLT-03,2023-09-12 14:26:17,2023-09-12 20:26:17,1365,233,0.1713,Drive,Morning,Passed
BCH-0002544,MCH-0306,PLT-07,2022-05-04 11:39:05,2022-05-04 18:39:05,693,39,0.0567,Relay,Night,Failed
BCH-0002545,MCH-0066,PLT-05,2023-05-22 01:55:30,2023-05-22 07:55:30,1423,61,0.0434,Relay,Afternoon,Failed
BCH-0002546,MCH-0193,PLT-07,2022-07-13 00:45:10,2022-07-13 09:45:10,1832,205,0.1119,Sensor,Night,Under Review
BCH-0002547,MCH-0411,PLT-10,2023-07-12 04:39:56,2023-07-12 09:39:56,1362,124,0.0916,HMI,Morning,Passed
BCH-0002548,MCH-0210,PLT-10,2024-11-01 18:56:32,2024-11-02 02:56:32,638,133,0.2092,Sensor,Night,Passed
