part_id,supplier_id,machine_id,part_name,stock_qty,unit_cost_usd,last_restocked,reorder_threshold,warehouse_location,lead_time_days
PRT-0007892,SUP-045,MCH-0031,Proximity Sensor,233,1995.35,2021-06-07,84,WH-01,8
PRT-0007893,SUP-044,MCH-0435,Control Board,122,927.85,2021-05-16,67,WH-01,42
PRT-0007894,SUP-022,MCH-0409,Drive Belt,80,1655.73,2024-04-28,90,WH-01,40
PRT-0007895,SUP-030,MCH-0403,Drive Belt,443,165.82,2024-12-11,43,WH-03,13
PRT-0007896,SUP-012,MCH-0285,Servo Motor,395,1445.94,2022-01-14,74,WH-03,39
PRT-0007897,SUP-036,MCH-0453,Hydraulic Seal,255,2207.23,2022-09-13,33,WH-02,1
PRT-0007898,SUP-045,MCH-0236,Bearing Assembly,250,630.89,2023-05-24,19,WH-04,11
PRT-0007899,SUP-032,MCH-0364,Drive Belt,173,502.26,2021-02-09,74,WH-04,21
PRT-0007900,SUP-011,MCH-0138,Servo Motor,393,87.0,2022-07-16,58,WH-03,40
PRT-0007901,SUP-025,MCH-0232,Coolant Pump,118,1511.11,2024-06-19,71,WH-03,33
PRT-0007902,SUP-029,MCH-0122,Coolant Pump,453,1439.46,2024-07-09,48,WH-03,37
PRT-0007903,SUP-018,MCH-0189,Encoder Disc,487,2204.69,2024-05-05,54,WH-01,44
PRT-0007904,SUP-035,MCH-0187,Bearing Assembly,216,2422.52,2024-11-06,21,WH-01,40
PRT-0007905,SUP-014,MCH-0118,Bearing Assembly,261,940.12,2023-12-29,15,WH-02,22
PRT-0007906,SUP-027,MCH-0219,Encoder Disc,355,390.56,2022-10-15,85,WH-01,25
PRT-0007907,SUP-001,MCH-0449,Drive Belt,171,1994.33,2022-10-13,35,WH-02,10
PRT-0007908,SUP-039,MCH-0080,Safety Relay,186,803.68,2023-02-18,26,WH-04,6
PRT-0007909,SUP-021,MCH-0335,Control Board,381,323.03,2023-05-26,54,WH-03,40
PRT-0007910,SUP-037,MCH-0453,Bearing Assembly,276,1547.53,2023-10-18,73,WH-04,44
PRT-0007911,SUP-009,MCH-0292,Bearing Assembly,474,1435.92,2021-01-02,70,WH-02,20
PRT-0007912,SUP-030,MCH-0195,Proximity Sensor,140,1569.03,2022-04-10,49,WH-02,20
PRT-0007913,SUP-005,MCH-0220,Power Supply Unit,405,1068.69,2024-03-17,33,WH-04,33
PRT-0007914,SUP-013,MCH-0115,Servo Motor,394,1288.11,2021-09-08,63,WH-04,1
PRT-0007915,SUP-032,MCH-0329,Drive Belt,395,1076.17,2024-05-20,89,WH-04,28
PRT-0007916,SUP-015,MCH-0019,Hydraulic Seal,285,2411.28,2021-08-29,25,WH-02,8
PRT-0007917,SUP-047,MCH-0005,Servo Motor,114,1899.58,2022-06-29,68,WH-02,41
PRT-0007918,SUP-018,MCH-0207,Encoder Disc,427,1194.39,2024-11-07,15,WH-04,21
PRT-0007919,SUP-046,MCH-0103,Coolant Pump,111,1452.19,2023-03-07,67,WH-02,34
PRT-0007920,SUP-014,MCH-0240,Hydraulic Seal,261,2017.49,2022-08-24,26,WH-02,5
PRT-0007921,SUP-040,MCH-0354,Servo Motor,473,1663.7,2022-05-20,44,WH-04,16
PRT-0007922,SUP-041,MCH-0469,Servo Motor,355,949.46,2023-03-23,89,WH-03,8
PRT-0007923,SUP-007,MCH-0177,Drive Belt,218,898.98,2024-10-01,88,WH-04,28
PRT-0007924,SUP-047,MCH-0259,Encoder Disc,147,2281.16,2023-09-29,81,WH-01,40
PRT-0007925,SUP-006,MCH-0329,Servo Motor,430,2282.71,2021-12-12,18,WH-03,16
PRT-0007926,SUP-037,MCH-0097,Control Board,458,246.61,2023-08-30,41,WH-03,21
PRT-0007927,SUP-047,MCH-0099,Coolant Pump,264,433.35,2024-05-01,55,WH-04,37
PRT-0007928,SUP-023,MCH-0304,Proximity Sensor,1,2186.3,2024-05-29,27,WH-04,25
PRT-0007929,SUP-031,MCH-0313,Hydraulic Seal,62,868.88,2021-04-28,75,WH-02,21
PRT-0007930,SUP-036,MCH-0455,Drive Belt,429,903.4,2023-07-10,34,WH-03,29
PRT-0007931,SUP-033,MCH-0430,Drive Belt,84,223.88,2023-01-10,85,WH-04,10
PRT-0007932,SUP-026,MCH-0043,Encoder Disc,321,1045.45,2024-12-15,56,WH-02,6
PRT-0007933,SUP-046,MCH-0205,Power Supply Unit,138,302.12,2022-11-04,87,WH-03,40
PRT-0007934,SUP-033,MCH-0409,Bearing Assembly,51,1037.31,2023-12-04,29,WH-04,13
PRT-0007935,SUP-010,MCH-0482,Control Board,40,870.42,2022-06-28,98,WH-04,14
PRT-0007936,SUP-026,MCH-0346,Encoder Disc,135,1843.67,2021-03-15,44,WH-03,8
PRT-0007937,SUP-007,MCH-0457,Power Supply Unit,439,851.46,2024-08-30,74,WH-04,30
PRT-0007938,SUP-012,MCH-0208,Safety Relay,212,647.33,2024-12-11,51,WH-01,17
PRT-0007939,SUP-011,MCH-0290,Safety Relay,129,92.4,2023-11-28,83,WH-01,6
PRT-0007940,SUP-042,MCH-0302,Hydraulic Seal,408,641.29,2022-01-09,66,WH-02,22
PRT-0007941,SUP-024,MCH-0138,Control Board,433,219.88,2022-01-06,90,WH-04,35
PRT-0007942,SUP-016,MCH-0442,Safety Relay,284,2021.6,2021-04-19,81,WH-03,5
PRT-0007943,SUP-002,MCH-0186,Power Supply Unit,305,1859.05,2024-08-27,32,WH-01,35
PRT-0007944,SUP-022,MCH-0194,Proximity Sensor,329,1717.67,2023-06-03,98,WH-01,25
PRT-0007945,SUP-013,MCH-0500,Safety Relay,21,2337.56,2021-06-17,49,WH-01,18
PRT-0007946,SUP-007,MCH-0041,Servo Motor,4,1450.67,2022-01-12,75,WH-04,17
PRT-0007947,SUP-003,MCH-0418,Drive Belt,486,2399.72,2023-06-06,53,WH-03,16
PRT-0007948,SUP-004,MCH-0282,Bearing Assembly,490,119.04,2023-05-18,22,WH-04,10
PRT-0007949,SUP-026,MCH-0415,Coolant Pump,50,412.29,2021-01-18,27,WH-01,41
PRT-0007950,SUP-025,MCH-0224,Bearing Assembly,201,1598.92,2022-06-23,46,WH-04,24
PRT-0007951,SUP-013,MCH-0494,Proximity Sensor,207,997.31,2023-10-16,91,WH-02,43
PRT-0007952,SUP-028,MCH-0436,Drive Belt,419,1674.8,2022-08-27,34,WH-02,2
PRT-0007953,SUP-026,MCH-0048,Hydraulic Seal,14,552.57,2023-06-21,85,WH-01,6
PRT-0007954,SUP-048,MCH-0026,Bearing Assembly,126,269.57,2021-03-21,85,WH-02,11
PRT-0007955,SUP-038,MCH-0150,Safety Relay,130,2209.68,2024-11-29,20,WH-02,44
PRT-0007956,SUP-024,MCH-0421,Control Board,174,904.92,2024-04-24,25,WH-04,15
PRT-0007957,SUP-041,MCH-0304,Proximity Sensor,94,333.3,2024-05-10,97,WH-04,22
PRT-0007958,SUP-043,MCH-0112,Drive Belt,206,484.27,2022-12-23,53,WH-02,24
PRT-0007959,SUP-037,MCH-0215,Coolant Pump,396,263.45,2024-11-24,39,WH-04,21
PRT-0007960,SUP-008,MCH-0237,Drive Belt,333,1463.14,2023-03-30,40,WH-02,43
PRT-0007961,SUP-033,MCH-0005,Proximity Sensor,2,826.98,2021-05-29,39,WH-03,33
PRT-0007962,SUP-049,MCH-0423,Bearing Assembly,279,261.24,2021-07-15,39,WH-01,42
PRT-0007963,SUP-012,MCH-0446,Safety Relay,349,2334.69,2024-03-15,66,WH-04,40
PRT-0007964,SUP-023,MCH-0228,Coolant Pump,468,2302.57,2023-11-06,95,WH-03,11
PRT-0007965,SUP-004,MCH-0259,Power Supply Unit,449,291.93,2022-12-26,25,WH-03,8
PRT-0007966,SUP-028,MCH-0278,Servo Motor,25,2434.16,2021-09-15,88,WH-01,25
PRT-0007967,SUP-011,MCH-0042,Power Supply Unit,12,1374.68,2021-09-08,69,WH-04,13
PRT-0007968,SUP-001,MCH-0176,Bearing Assembly,394,753.79,2022-01-12,68,WH-04,8
PRT-0007969,SUP-050,MCH-0426,Coolant Pump,340,2111.96,2021-10-04,32,WH-02,28
PRT-0007970,SUP-018,MCH-0337,Servo Motor,434,156.2,2023-02-06,85,WH-04,12
PRT-0007971,SUP-044,MCH-0051,Hydraulic Seal,317,2444.81,2023-10-04,22,WH-03,3
PRT-0007972,SUP-012,MCH-0015,Encoder Disc,377,1167.3,2022-12-03,32,WH-03,22
PRT-0007973,SUP-025,MCH-0354,Encoder Disc,148,2351.05,2024-12-30,25,WH-02,30
PRT-0007974,SUP-005,MCH-0492,Bearing Assembly,473,1103.59,2021-10-27,58,WH-03,20
PRT-0007975,SUP-038,MCH-0404,Proximity Sensor,30,1968.68,2022-11-02,13,WH-01,18
PRT-0007976,SUP-011,MCH-0202,Servo Motor,206,1156.77,2022-08-07,61,WH-04,18
PRT-0007977,SUP-041,MCH-0113,Servo Motor,173,1602.54,2024-01-03,96,WH-03,36
PRT-0007978,SUP-002,MCH-0014,Hydraulic Seal,101,153.96,2022-03-04,32,WH-04,33
PRT-0007979,SUP-030,MCH-0362,Hydraulic Seal,102,2410.53,2023-12-18,14,WH-02,17
PRT-0007980,SUP-032,MCH-0171,Encoder Disc,32,1740.85,2022-04-08,19,WH-02,5
PRT-0007981,SUP-040,MCH-0038,Safety Relay,446,2404.28,2024-02-25,12,WH-04,1
PRT-0007982,SUP-035,MCH-0081,Servo Motor,278,1286.29,2021-09-27,69,WH-04,24
PRT-0007983,SUP-046,MCH-0309,Bearing Assembly,228,1032.9,2024-08-02,46,WH-02,30
PRT-0007984,SUP-032,MCH-0186,Servo Motor,288,356.4,2024-08-14,41,WH-01,44
PRT-0007985,SUP-032,MCH-0001,Coolant Pump,453,1847.69,2023-06-05,14,WH-02,2
PRT-0007986,SUP-022,MCH-0215,Servo Motor,79,937.63,2024-10-24,89,WH-02,11
PRT-0007987,SUP-015,MCH-0437,Power Supply Unit,405,1198.12,2024-12-03,24,WH-04,40
PRT-0007988,SUP-025,MCH-0294,Encoder Disc,375,609.69,2024-02-02,81,WH-03,6
PRT-0007989,SUP-032,MCH-0374,Control Board,455,515.61,2024-01-17,15,WH-04,20
PRT-0007990,SUP-023,MCH-0491,Safety Relay,403,1555.68,2024-04-15,80,WH-02,40
PRT-0007991,SUP-039,MCH-0072,Control Board,197,1900.1,2023-05-01,34,WH-01,33
PRT-0007992,SUP-012,MCH-0151,Control Board,358,1865.85,2022-06-28,22,WH-03,23
PRT-0007993,SUP-017,MCH-0464,Hydraulic Seal,167,1811.25,2023-06-08,76,WH-02,10
PRT-0007994,SUP-019,MCH-0050,Coolant Pump,323,1359.53,2021-11-13,28,WH-02,40
PRT-0007995,SUP-040,MCH-0232,Bearing Assembly,452,744.99,2022-12-04,47,WH-01,19
PRT-0007996,SUP-001,MCH-0166,Drive Belt,181,901.19,2022-04-30,95,WH-01,38
PRT-0007997,SUP-040,MCH-0095,Power Supply Unit,180,1944.42,2022-03-10,95,WH-02,3
PRT-0007998,SUP-046,MCH-0430,Hydraulic Seal,227,681.18,2021-08-10,73,WH-01,34
PRT-0007999,SUP-038,MCH-0047,Bearing Assembly,335,768.48,2022-01-26,31,WH-02,19
PRT-0008000,SUP-022,MCH-0412,Bearing Assembly,301,901.3,2021-01-01,65,WH-04,36
PRT-0008001,SUP-010,MCH-0178,Bearing Assembly,105,1137.87,2022-02-06,24,WH-04,26
PRT-0008002,SUP-017,MCH-0211,Control Board,133,2486.77,2022-07-22,32,WH-01,17
PRT-0008003,SUP-023,MCH-0364,Control Board,451,586.18,2023-12-19,28,WH-04,3
PRT-0008004,SUP-041,MCH-0318,Encoder Disc,329,1546.85,2021-06-19,38,WH-03,28
PRT-0008005,SUP-041,MCH-0033,Safety Relay,18,1748.67,2021-09-13,39,WH-02,24
PRT-0008006,SUP-041,MCH-0274,Control Board,487,1514.16,2021-05-10,37,WH-01,44
PRT-0008007,SUP-038,MCH-0181,Coolant Pump,243,2060.39,2023-04-10,84,WH-04,21
PRT-0008008,SUP-002,MCH-0463,Safety Relay,12,1326.67,2021-09-09,10,WH-02,40
PRT-0008009,SUP-046,MCH-0296,Coolant Pump,233,2225.82,2023-03-22,64,WH-03,20
PRT-0008010,SUP-030,MCH-0374,Bearing Assembly,412,781.65,2021-02-13,87,WH-03,36
PRT-0008011,SUP-039,MCH-0320,Coolant Pump,281,1094.74,2024-06-04,38,WH-04,22
PRT-0008012,SUP-046,MCH-0342,Coolant Pump,245,2034.57,2024-11-25,10,WH-01,2
PRT-0008013,SUP-014,MCH-0375,Coolant Pump,393,1210.21,2023-11-16,53,WH-02,42
PRT-0008014,SUP-019,MCH-0195,Bearing Assembly,8,1545.33,2024-07-27,98,WH-04,39
PRT-0008015,SUP-018,MCH-0305,Power Supply Unit,36,1878.39,2021-06-17,73,WH-03,43
PRT-0008016,SUP-045,MCH-0305,Servo Motor,185,1840.22,2023-09-17,13,WH-01,41
PRT-0008017,SUP-042,MCH-0455,Encoder Disc,44,200.48,2021-09-24,50,WH-03,2
PRT-0008018,SUP-007,MCH-0287,Proximity Sensor,467,725.69,2022-10-16,89,WH-03,12
PRT-0008019,SUP-005,MCH-0316,Control Board,370,192.8,2022-12-17,68,WH-04,18
PRT-0008020,SUP-049,MCH-0447,Encoder Disc,402,870.73,2024-09-01,38,WH-04,15
PRT-0008021,SUP-015,MCH-0363,Bearing Assembly,104,1150.76,2022-05-23,32,WH-04,39
PRT-0008022,SUP-005,MCH-0250,Safety Relay,266,1010.29,2024-03-17,20,WH-03,34
PRT-0008023,SUP-044,MCH-0227,Coolant Pump,151,2136.7,2021-05-02,36,WH-02,19
PRT-0008024,SUP-017,MCH-0157,Servo Motor,342,220.31,2024-01-11,96,WH-04,35
PRT-0008025,SUP-031,MCH-0429,Power Supply Unit,12,1249.37,2023-04-26,93,WH-02,40
PRT-0008026,SUP-015,MCH-0007,Drive Belt,119,1648.5,2022-05-29,65,WH-01,1
PRT-0008027,SUP-021,MCH-0294,Encoder Disc,159,734.11,2023-05-18,11,WH-03,19
PRT-0008028,SUP-045,MCH-0237,Safety Relay,316,1036.7,2024-08-23,48,WH-02,15
PRT-0008029,SUP-005,MCH-0494,Encoder Disc,378,658.13,2022-01-05,43,WH-04,30
PRT-0008030,SUP-036,MCH-0105,Encoder Disc,6,1246.12,2022-02-23,23,WH-01,16
PRT-0008031,SUP-050,MCH-0285,Control Board,43,2368.92,2023-05-24,44,WH-01,23
PRT-0008032,SUP-001,MCH-0048,Power Supply Unit,5,1802.18,2021-07-04,47,WH-04,7
PRT-0008033,SUP-044,MCH-0164,Hydraulic Seal,450,2034.82,2022-02-07,34,WH-01,15
PRT-0008034,SUP-037,MCH-0326,Proximity Sensor,309,1415.22,2024-10-09,47,WH-01,13
PRT-0008035,SUP-009,MCH-0159,Encoder Disc,262,1949.87,2023-01-23,57,WH-03,31
PRT-0008036,SUP-013,MCH-0015,Encoder Disc,200,1732.92,2021-06-28,47,WH-02,40
PRT-0008037,SUP-001,MCH-0126,Drive Belt,314,391.61,2024-05-13,66,WH-04,38
PRT-0008038,SUP-038,MCH-0399,Encoder Disc,280,1947.06,2022-05-01,25,WH-04,37
PRT-0008039,SUP-034,MCH-0089,Power Supply Unit,168,2102.75,2024-02-28,92,WH-01,44
PRT-0008040,SUP-015,MCH-0006,Coolant Pump,287,170.04,2022-08-20,10,WH-01,27
PRT-0008041,SUP-038,MCH-0037,Power Supply Unit,369,2449.38,2024-02-08,44,WH-02,32
PRT-0008042,SUP-044,MCH-0276,Servo Motor,6,375.68,2021-06-19,80,WH-03,27
PRT-0008043,SUP-024,MCH-0180,Drive Belt,170,1362.99,2023-10-04,46,WH-03,3
PRT-0008044,SUP-013,MCH-0012,Control Board,393,2279.16,2023-11-18,40,WH-03,18
PRT-0008045,SUP-041,MCH-0018,Safety Relay,240,699.37,2024-12-20,73,WH-03,35
PRT-0008046,SUP-015,MCH-0315,Encoder Disc,362,909.9,2024-06-10,66,WH-01,38
PRT-0008047,SUP-021,MCH-0422,Encoder Disc,8,1007.53,2024-08-31,39,WH-01,42
PRT-0008048,SUP-008,MCH-0426,Coolant Pump,470,332.47,2021-08-21,60,WH-03,4
PRT-0008049,SUP-049,MCH-0245,Coolant Pump,392,907.76,2022-03-12,27,WH-03,43
PRT-0008050,SUP-048,MCH-0321,Power Supply Unit,330,1323.12,2024-10-15,12,WH-01,16
PRT-0008051,SUP-043,MCH-0153,Coolant Pump,347,518.75,2021-03-04,87,WH-01,31
PRT-0008052,SUP-004,MCH-0091,Control Board,315,2145.28,2022-09-13,96,WH-02,15
PRT-0008053,SUP-010,MCH-0179,Control Board,325,1100.39,2022-11-17,55,WH-01,8
PRT-0008054,SUP-038,MCH-0020,Control Board,126,572.31,2021-05-23,19,WH-02,44
PRT-0008055,SUP-046,MCH-0387,Bearing Assembly,466,2398.28,2022-06-26,24,WH-04,30
PRT-0008056,SUP-028,MCH-0025,Servo Motor,345,96.73,2023-12-06,45,WH-03,7
PRT-0008057,SUP-009,MCH-0131,Drive Belt,223,527.24,2023-07-30,51,WH-03,41
PRT-0008058,SUP-035,MCH-0457,Hydraulic Seal,339,2342.55,2021-07-28,70,WH-02,27
PRT-0008059,SUP-035,MCH-0214,Encoder Disc,488,1632.86,2021-05-06,53,WH-02,14
PRT-0008060,SUP-033,MCH-0453,Encoder Disc,97,879.22,2021-05-16,89,WH-04,42
PRT-0008061,SUP-024,MCH-0275,Bearing Assembly,488,1066.42,2021-01-15,30,WH-03,11
PRT-0008062,SUP-039,MCH-0156,Safety Relay,493,1167.86,2023-08-22,17,WH-04,32
PRT-0008063,SUP-017,MCH-0141,Bearing Assembly,497,1499.18,2022-11-28,56,WH-01,29
PRT-0008064,SUP-019,MCH-0488,Power Supply Unit,361,1633.07,2021-11-29,48,WH-02,8
PRT-0008065,SUP-029,MCH-0068,Servo Motor,130,39.11,2022-05-07,29,WH-01,1
PRT-0008066,SUP-045,MCH-0344,Hydraulic Seal,120,1385.66,2024-08-19,20,WH-04,26
PRT-0008067,SUP-001,MCH-0386,Hydraulic Seal,70,1277.89,2024-10-14,60,WH-02,2
PRT-0008068,SUP-018,MCH-0305,Power Supply Unit,399,2327.24,2024-02-14,74,WH-04,15
PRT-0008069,SUP-040,MCH-0176,Hydraulic Seal,83,824.02,2023-03-07,95,WH-03,4
PRT-0008070,SUP-007,MCH-0049,Control Board,388,2271.33,2023-11-02,73,WH-04,26
PRT-0008071,SUP-017,MCH-0156,Encoder Disc,85,437.85,2021-08-19,41,WH-02,42
PRT-0008072,SUP-048,MCH-0491,Safety Relay,297,2319.51,2023-11-28,25,WH-04,27
PRT-0008073,SUP-013,MCH-0023,Safety Relay,276,1362.19,2024-08-19,26,WH-01,18
PRT-0008074,SUP-019,MCH-0111,Safety Relay,118,1567.67,2023-12-10,23,WH-01,17
PRT-0008075,SUP-004,MCH-0301,Power Supply Unit,202,1298.19,2022-01-24,82,WH-03,33
PRT-0008076,SUP-018,MCH-0366,Bearing Assembly,107,1356.9,2021-03-30,26,WH-01,1
PRT-0008077,SUP-019,MCH-0010,Safety Relay,218,1407.65,2021-06-13,49,WH-04,20
PRT-0008078,SUP-003,MCH-0253,Proximity Sensor,67,675.5,2023-08-02,17,WH-02,19
PRT-0008079,SUP-016,MCH-0181,Drive Belt,225,2101.56,2023-12-08,98,WH-04,8
PRT-0008080,SUP-017,MCH-0486,Proximity Sensor,85,2182.28,2024-10-07,10,WH-02,9
PRT-0008081,SUP-036,MCH-0233,Coolant Pump,428,1904.76,2022-08-06,18,WH-04,15
PRT-0008082,SUP-033,MCH-0417,Hydraulic Seal,190,836.68,2024-02-04,47,WH-03,26
PRT-0008083,SUP-018,MCH-0001,Coolant Pump,130,1785.28,2022-01-17,11,WH-01,17
PRT-0008084,SUP-022,MCH-0029,Safety Relay,379,1225.97,2022-11-28,57,WH-02,2
PRT-0008085,SUP-027,MCH-0291,Control Board,196,48.66,2024-03-04,30,WH-01,6
PRT-0008086,SUP-032,MCH-0036,Drive Belt,60,1609.06,2022-04-03,16,WH-02,10
PRT-0008087,SUP-023,MCH-0368,Power Supply Unit,74,164.95,2023-12-20,20,WH-03,4
PRT-0008088,SUP-006,MCH-0150,Drive Belt,356,595.71,2022-07-01,92,WH-03,39
PRT-0008089,SUP-011,MCH-0175,Coolant Pump,164,2467.3,2022-10-20,88,WH-03,37
PRT-0008090,SUP-018,MCH-0065,Encoder Disc,135,40.44,2022-06-28,24,WH-03,35
PRT-0008091,SUP-050,MCH-0131,Drive Belt,63,473.83,2021-10-13,13,WH-01,35
PRT-0008092,SUP-016,MCH-0273,Safety Relay,362,1246.41,2024-06-11,77,WH-03,25
PRT-0008093,SUP-006,MCH-0017,Power Supply Unit,405,2436.14,2022-05-01,20,WH-04,39
PRT-0008094,SUP-013,MCH-0105,Bearing Assembly,46,2296.4,2024-08-15,14,WH-02,3
PRT-0008095,SUP-034,MCH-0126,Drive Belt,50,2301.38,2023-01-21,87,WH-01,13
PRT-0008096,SUP-020,MCH-0008,Safety Relay,406,1614.48,2022-07-09,58,WH-03,8
PRT-0008097,SUP-001,MCH-0250,Bearing Assembly,292,309.05,2021-05-31,12,WH-04,3
PRT-0008098,SUP-033,MCH-0217,Drive Belt,444,47.68,2023-03-13,12,WH-03,7
PRT-0008099,SUP-044,MCH-0460,Control Board,80,364.9,2022-01-25,79,WH-02,9
PRT-0008100,SUP-013,MCH-0216,Proximity Sensor,4,1030.4,2023-12-07,58,WH-04,12
PRT-0008101,SUP-020,MCH-0497,Encoder Disc,185,76.44,2022-03-25,92,WH-02,40
PRT-0008102,SUP-014,MCH-0156,Servo Motor,19,637.47,2022-12-24,10,WH-04,20
PRT-0008103,SUP-048,MCH-0025,Drive Belt,452,978.27,2023-09-09,78,WH-01,30
PRT-0008104,SUP-030,MCH-0109,Bearing Assembly,249,1997.22,2023-01-30,67,WH-01,40
PRT-0008105,SUP-039,MCH-0471,Control Board,345,1690.92,2023-03-25,75,WH-03,25
PRT-0008106,SUP-004,MCH-0352,Drive Belt,442,1439.8,2021-06-12,79,WH-03,35
PRT-0008107,SUP-047,MCH-0086,Safety Relay,121,599.11,2021-07-14,73,WH-03,34
PRT-0008108,SUP-009,MCH-0121,Safety Relay,327,1717.22,2022-12-12,17,WH-03,21
PRT-0008109,SUP-018,MCH-0290,Proximity Sensor,191,2399.1,2023-09-11,31,WH-02,29
PRT-0008110,SUP-043,MCH-0490,Encoder Disc,384,643.63,2021-04-19,68,WH-01,22
PRT-0008111,SUP-040,MCH-0447,Safety Relay,90,1101.8,2021-09-10,42,WH-01,3
PRT-0008112,SUP-018,MCH-0488,Hydraulic Seal,44,975.73,2021-12-08,72,WH-04,26
PRT-0008113,SUP-030,MCH-0176,Hydraulic Seal,14,865.43,2024-09-12,44,WH-04,11
PRT-0008114,SUP-010,MCH-0202,Coolant Pump,230,1375.57,2021-04-08,18,WH-03,23
PRT-0008115,SUP-043,MCH-0144,Bearing Assembly,55,92.22,2023-02-08,60,WH-04,36
PRT-0008116,SUP-012,MCH-0345,Servo Motor,274,472.49,2024-02-20,45,WH-02,29
PRT-0008117,SUP-045,MCH-0408,Bearing Assembly,479,645.69,2022-03-15,81,WH-03,27
PRT-0008118,SUP-016,MCH-0045,Hydraulic Seal,250,577.12,2022-12-12,83,WH-04,35
PRT-0008119,SUP-040,MCH-0099,Drive Belt,269,1419.98,2024-11-28,88,WH-03,20
PRT-0008120,SUP-010,MCH-0376,Servo Motor,71,197.91,2023-10-29,82,WH-04,29
PRT-0008121,SUP-002,MCH-0481,Control Board,9,585.82,2021-10-01,36,WH-02,12
PRT-0008122,SUP-042,MCH-0149,Proximity Sensor,314,2039.95,2021-06-14,34,WH-01,33
PRT-0008123,SUP-035,MCH-0344,Drive Belt,190,1204.26,2024-12-20,45,WH-01,13
PRT-0008124,SUP-028,MCH-0187,Drive Belt,214,1720.84,2024-12-24,29,WH-04,29
PRT-0008125,SUP-040,MCH-0082,Encoder Disc,11,1984.02,2022-07-09,23,WH-04,4
PRT-0008126,SUP-036,MCH-0281,Coolant Pump,324,1935.72,2021-10-11,31,WH-01,28
PRT-0008127,SUP-001,MCH-0022,Servo Motor,315,1105.63,2023-08-25,46,WH-03,29
PRT-0008128,SUP-015,MCH-0428,Encoder Disc,208,2439.71,2024-08-08,31,WH-03,26
PRT-0008129,SUP-050,MCH-0355,Coolant Pump,56,1177.4,2021-04-29,93,WH-02,7
PRT-0008130,SUP-031,MCH-0425,Servo Motor,114,520.03,2024-04-23,38,WH-02,14
PRT-0008131,SUP-036,MCH-0422,Proximity Sensor,246,1296.31,2024-10-11,63,WH-02,26
PRT-0008132,SUP-050,MCH-0487,Bearing Assembly,40,1079.05,2022-08-23,87,WH-04,1
PRT-0008133,SUP-007,MCH-0336,Servo Motor,398,48.62,2024-09-24,60,WH-03,4
PRT-0008134,SUP-004,MCH-0301,Drive Belt,172,1380.44,2023-09-20,71,WH-01,6
PRT-0008135,SUP-045,MCH-0496,Coolant Pump,239,213.14,2023-04-15,20,WH-02,24
PRT-0008136,SUP-047,MCH-0344,Servo Motor,344,2111.03,2021-04-28,21,WH-04,1
PRT-0008137,SUP-010,MCH-0049,Control Board,318,481.06,2022-09-26,38,WH-02,21
PRT-0008138,SUP-020,MCH-0040,Encoder Disc,443,2243.27,2021-10-19,87,WH-01,1
PRT-0008139,SUP-031,MCH-0323,Power Supply Unit,191,125.66,2022-04-25,88,WH-02,40
PRT-0008140,SUP-018,MCH-0302,Safety Relay,407,1759.89,2021-12-24,19,WH-04,37
PRT-0008141,SUP-050,MCH-0067,Proximity Sensor,38,324.85,2021-03-05,31,WH-01,31
PRT-0008142,SUP-029,MCH-0030,Encoder Disc,409,1486.4,2023-06-27,34,WH-04,40
PRT-0008143,SUP-040,MCH-0149,Control Board,274,1624.14,2022-03-18,57,WH-04,27
PRT-0008144,SUP-040,MCH-0207,Bearing Assembly,470,1207.75,2021-04-28,40,WH-02,19
PRT-0008145,SUP-031,MCH-0269,Safety Relay,411,347.3,2024-09-15,55,WH-01,31
PRT-0008146,SUP-028,MCH-0060,Encoder Disc,294,1841.95,2022-02-18,44,WH-04,2
PRT-0008147,SUP-043,MCH-0196,Power Supply Unit,328,237.32,2022-07-27,38,WH-04,44
PRT-0008148,SUP-003,MCH-0346,Servo Motor,194,1726.01,2022-07-11,73,WH-01,32
PRT-0008149,SUP-021,MCH-0396,Bearing Assembly,452,441.36,2022-02-12,13,WH-02,42
PRT-0008150,SUP-019,MCH-0200,Safety Relay,405,1438.66,2021-12-25,87,WH-02,32
PRT-0008151,SUP-008,MCH-0443,Control Board,74,1284.95,2024-06-26,57,WH-01,37
PRT-0008152,SUP-025,MCH-0173,Power Supply Unit,218,2402.27,2023-02-01,80,WH-03,38
PRT-0008153,SUP-035,MCH-0359,Control Board,219,1305.75,2021-11-30,18,WH-04,29
PRT-0008154,SUP-024,MCH-0133,Drive Belt,246,2035.51,2021-04-30,77,WH-02,42
PRT-0008155,SUP-019,MCH-0491,Bearing Assembly,484,1763.38,2022-05-07,68,WH-04,17
PRT-0008156,SUP-032,MCH-0160,Hydraulic Seal,364,2356.51,2022-03-28,24,WH-03,41
PRT-0008157,SUP-003,MCH-0201,Power Supply Unit,186,444.8,2023-12-03,88,WH-03,38
PRT-0008158,SUP-028,MCH-0289,Hydraulic Seal,5,627.23,2023-06-25,42,WH-04,35
PRT-0008159,SUP-041,MCH-0130,Servo Motor,358,2219.44,2022-07-14,98,WH-03,8
PRT-0008160,SUP-027,MCH-0319,Control Board,446,447.86,2024-02-14,31,WH-02,16
PRT-0008161,SUP-050,MCH-0075,Power Supply Unit,242,1595.47,2023-11-16,52,WH-01,33
PRT-0008162,SUP-003,MCH-0387,Bearing Assembly,351,1784.16,2023-11-02,65,WH-04,2
