defect_id,batch_id,part_id,defect_type,severity,detected_at,detection_method,rework_required,scrap_cost_usd,root_cause
DEF-0010542,BCH-0080441,PRT-0079373,Dimensional Error,Minor,2024-07-30 12:56:32,CMM,True,156.73,Supplier Material
DEF-0010543,BCH-0090033,PRT-0013970,Assembly Fault,Minor,2023-09-03 00:47:53,Ultrasonic,False,77.22,Machine Wear
DEF-0010544,BCH-0060686,PRT-0069773,Calibration Drift,Major,2024-01-29 11:59:43,Ultrasonic,False,98.04,Supplier Material
DEF-0010545,BCH-0091842,PRT-0049611,Material Defect,Major,2023-06-23 10:37:30,X-Ray,False,7.84,Process Drift
DEF-0010546,BCH-0090751,PRT-0063214,Calibration Drift,Major,2023-09-10 00:54:35,X-Ray,True,375.25,Machine Wear
DEF-0010547,BCH-0072428,PRT-0009442,Material Defect,Minor,2024-02-05 23:29:47,CMM,True,56.93,Supplier Material
DEF-0010548,BCH-0061366,PRT-0025793,Calibration Drift,Minor,2024-07-12 10:26:10,Automated Vision,False,81.33,Process Drift
DEF-0010549,BCH-0079785,PRT-0039157,Dimensional Error,Minor,2024-08-03 18:27:16,Visual Inspection,False,39.85,Process Drift
DEF-0010550,BCH-0087681,PRT-0056294,Material Defect,Major,2024-12-28 04:11:47,Ultrasonic,False,185.07,Process Drift
DEF-0010551,BCH-0079044,PRT-0065903,Dimensional Error,Minor,2023-03-27 10:07:27,CMM,True,56.95,Operator Error
DEF-0010552,BCH-0031707,PRT-0024946,Assembly Fault,Critical,2022-09-04 03:31:19,CMM,True,208.88,Process Drift
DEF-0010553,BCH-0081065,PRT-0052271,Calibration Drift,Minor,2023-03-20 00:15:00,X-Ray,False,82.35,Supplier Material
DEF-0010554,BCH-0055286,PRT-0023215,Dimensional Error,Major,2022-04-24 21:27:25,Visual Inspection,False,84.11,Machine Wear
DEF-0010555,BCH-0060847,PRT-0011260,Material Defect,Critical,2023-03-10 19:43:09,Visual Inspection,True,26.53,Supplier Material
DEF-0010556,BCH-0018536,PRT-0091390,Dimensional Error,Minor,2023-11-27 17:16:19,Visual Inspection,False,206.19,Process Drift
DEF-0010557,BCH-0045993,PRT-0067302,Dimensional Error,Minor,2024-12-24 07:00:57,Automated Vision,False,1.3,Process Drift
DEF-0010558,BCH-0005760,PRT-0061669,Surface Crack,Minor,2024-07-19 00:30:54,Automated Vision,False,7.41,Machine Wear
DEF-0010559,BCH-0084763,PRT-0067370,Assembly Fault,Minor,2023-12-24 09:20:56,Ultrasonic,False,59.88,Machine Wear
DEF-0010560,BCH-0073951,PRT-0094472,Assembly Fault,Minor,2023-04-18 08:37:20,Visual Inspection,False,43.86,Process Drift
DEF-0010561,BCH-0050641,PRT-0047850,Calibration Drift,Minor,2022-03-19 00:34:39,Ultrasonic,False,3.28,Supplier Material
DEF-0010562,BCH-0081248,PRT-0061867,Surface Crack,Minor,2022-04-14 15:48:31,CMM,False,872.18,Machine Wear
DEF-0010563,BCH-0042174,PRT-0016568,Material Defect,Critical,2024-06-28 17:43:06,Ultrasonic,False,206.83,Machine Wear
DEF-0010564,BCH-0009675,PRT-0002712,Surface Crack,Minor,2023-08-13 20:29:51,X-Ray,False,16.36,Machine Wear
DEF-0010565,BCH-0088389,PRT-0082877,Calibration Drift,Minor,2024-10-27 05:28:12,Automated Vision,False,37.51,Process Drift
DEF-0010566,BCH-0011194,PRT-0054295,Material Defect,Major,2023-10-31 16:31:11,Visual Inspection,False,0.45,Machine Wear
DEF-0010567,BCH-0013393,PRT-0063069,Calibration Drift,Major,2024-06-02 02:33:44,CMM,True,25.94,Machine Wear
DEF-0010568,BCH-0080748,PRT-0079649,Dimensional Error,Minor,2024-06-08 22:13:43,X-Ray,True,123.89,Operator Error
DEF-0010569,BCH-0007999,PRT-0086373,Assembly Fault,Minor,2023-07-11 22:15:23,Ultrasonic,True,5.4,Machine Wear
DEF-0010570,BCH-0005324,PRT-0042545,Surface Crack,Minor,2023-05-02 01:39:53,Ultrasonic,True,16.94,Machine Wear
DEF-0010571,BCH-0032221,PRT-0024458,Calibration Drift,Major,2023-08-24 12:55:45,CMM,True,15.94,Machine Wear
DEF-0010572,BCH-0082729,PRT-0058281,Surface Crack,Minor,2023-10-25 11:33:54,CMM,False,312.71,Process Drift
DEF-0010573,BCH-0025823,PRT-0013558,Surface Crack,Minor,2024-10-12 13:35:03,Automated Vision,True,62.03,Machine Wear
DEF-0010574,BCH-0080145,PRT-0012565,Calibration Drift,Minor,2023-05-31 13:10:06,Visual Inspection,True,272.2,Supplier Material
DEF-0010575,BCH-0049012,PRT-0059829,Surface Crack,Minor,2023-11-19 16:00:39,Visual Inspection,True,134.93,Supplier Material
DEF-0010576,BCH-0041776,PRT-0079776,Surface Crack,Major,2023-09-05 08:21:26,Visual Inspection,False,38.06,Supplier Material
DEF-0010577,BCH-0040103,PRT-0078634,Dimensional Error,Critical,2023-02-25 02:12:12,X-Ray,False,7.32,Process Drift
DEF-0010578,BCH-0099382,PRT-0019927,Weld Failure,Minor,2024-01-14 00:52:38,X-Ray,True,224.27,Process Drift
DEF-0010579,BCH-0012937,PRT-0028469,Surface Crack,Critical,2023-03-24 21:25:04,Visual Inspection,False,38.78,Machine Wear
DEF-0010580,BCH-0074706,PRT-0045966,Assembly Fault,Major,2023-08-15 16:27:09,Automated Vision,True,7.07,Machine Wear
DEF-0010581,BCH-0040683,PRT-0014828,Surface Crack,Minor,2022-12-02 20:31:09,Visual Inspection,True,146.35,Environmental
DEF-0010582,BCH-0019576,PRT-0053862,Material Defect,Minor,2024-07-02 19:15:08,CMM,True,184.89,Supplier Material
DEF-0010583,BCH-0057665,PRT-0055201,Assembly Fault,Major,2024-07-24 14:40:54,CMM,False,34.27,Operator Error
DEF-0010584,BCH-0049376,PRT-0038635,Dimensional Error,Minor,2022-11-29 20:17:28,Visual Inspection,False,32.55,Process Drift
DEF-0010585,BCH-0090970,PRT-0052543,Surface Crack,Minor,2022-02-22 18:39:46,CMM,False,227.55,Machine Wear
DEF-0010586,BCH-0021001,PRT-0040114,Dimensional Error,Major,2023-06-05 02:36:07,Automated Vision,True,525.1,Environmental
DEF-0010587,BCH-0001894,PRT-0089209,Surface Crack,Minor,2023-06-18 18:53:51,CMM,True,170.48,Machine Wear
DEF-0010588,BCH-0089076,PRT-0097578,Assembly Fault,Major,2023-04-28 11:23:12,X-Ray,True,460.23,Machine Wear
DEF-0010589,BCH-0028648,PRT-0029441,Dimensional Error,Minor,2024-01-12 18:18:07,Visual Inspection,False,85.27,Environmental
DEF-0010590,BCH-0033317,PRT-0098218,Material Defect,Critical,2023-08-11 22:29:57,CMM,False,79.41,Process Drift
DEF-0010591,BCH-0030692,PRT-0045417,Assembly Fault,Minor,2022-11-22 05:01:29,Automated Vision,True,108.88,Process Drift
DEF-0010592,BCH-0014920,PRT-0047825,Material Defect,Minor,2022-06-07 20:41:25,X-Ray,False,47.46,Environmental
DEF-0010593,BCH-0072025,PRT-0074855,Assembly Fault,Minor,2024-12-12 09:31:43,Automated Vision,False,141.8,Operator Error
DEF-0010594,BCH-0088206,PRT-0065392,Assembly Fault,Major,2022-02-17 23:13:35,X-Ray,False,251.22,Operator Error
DEF-0010595,BCH-0032458,PRT-0075274,Weld Failure,Minor,2024-03-27 12:19:56,Visual Inspection,True,17.11,Supplier Material
DEF-0010596,BCH-0085627,PRT-0065973,Dimensional Error,Minor,2023-08-19 19:14:07,X-Ray,False,43.66,Machine Wear
DEF-0010597,BCH-0022994,PRT-0030547,Dimensional Error,Critical,2023-02-19 17:40:25,Visual Inspection,False,19.49,Process Drift
DEF-0010598,BCH-0040643,PRT-0096518,Assembly Fault,Minor,2024-07-05 21:01:01,X-Ray,False,5.25,Machine Wear
DEF-0010599,BCH-0057860,PRT-0066157,Assembly Fault,Minor,2024-10-17 20:11:20,Visual Inspection,True,3.76,Machine Wear
DEF-0010600,BCH-0067312,PRT-0047240,Surface Crack,Major,2023-08-24 09:11:37,X-Ray,False,79.8,Environmental
DEF-0010601,BCH-0000538,PRT-0036758,Assembly Fault,Major,2023-10-06 05:49:51,Visual Inspection,True,12.0,Operator Error
DEF-0010602,BCH-0055658,PRT-0004107,Weld Failure,Critical,2023-10-27 05:24:13,Automated Vision,True,244.03,Operator Error
DEF-0010603,BCH-0010428,PRT-0048146,Material Defect,Minor,2023-02-11 06:38:12,Ultrasonic,False,55.32,Operator Error
DEF-0010604,BCH-0068215,PRT-0094516,Weld Failure,Major,2024-07-21 10:59:44,CMM,False,152.7,Machine Wear
DEF-0010605,BCH-0020388,PRT-0071304,Surface Crack,Major,2023-04-16 09:22:11,Automated Vision,False,116.55,Machine Wear
DEF-0010606,BCH-0020108,PRT-0091305,Surface Crack,Major,2022-07-04 19:02:46,CMM,True,48.27,Supplier Material
DEF-0010607,BCH-0054902,PRT-0053321,Assembly Fault,Minor,2023-06-26 11:03:33,Automated Vision,True,122.14,Operator Error
DEF-0010608,BCH-0058312,PRT-0094690,Dimensional Error,Major,2023-03-12 08:00:45,Ultrasonic,True,46.72,Machine Wear
DEF-0010609,BCH-0075506,PRT-0028509,Dimensional Error,Minor,2024-11-20 21:43:09,CMM,False,85.59,Supplier Material
DEF-0010610,BCH-0062948,PRT-0062378,Surface Crack,Major,2023-09-13 04:26:55,X-Ray,True,176.09,Machine Wear
DEF-0010611,BCH-0035466,PRT-0092940,Calibration Drift,Minor,2022-09-13 05:05:48,CMM,False,37.47,Machine Wear
DEF-0010612,BCH-0070625,PRT-0031269,Dimensional Error,Major,2024-05-14 19:26:20,Ultrasonic,False,216.53,Machine Wear
DEF-0010613,BCH-0028874,PRT-0018208,Dimensional Error,Minor,2022-04-06 21:09:15,Automated Vision,False,1.67,Process Drift
DEF-0010614,BCH-0090478,PRT-0035806,Dimensional Error,Critical,2023-08-18 04:28:20,Ultrasonic,True,0.92,Supplier Material
DEF-0010615,BCH-0075116,PRT-0086330,Assembly Fault,Major,2023-05-04 16:15:58,CMM,False,262.37,Process Drift
DEF-0010616,BCH-0054507,PRT-0050886,Assembly Fault,Minor,2022-05-06 02:54:39,CMM,False,61.27,Machine Wear
DEF-0010617,BCH-0019067,PRT-0025972,Dimensional Error,Major,2023-03-26 12:58:13,Automated Vision,False,32.31,Environmental
DEF-0010618,BCH-0011512,PRT-0000524,Surface Crack,Critical,2024-12-16 01:12:14,Visual Inspection,True,42.21,Operator Error
DEF-0010619,BCH-0038939,PRT-0060410,Calibration Drift,Minor,2024-01-07 04:33:22,Automated Vision,True,48.05,Environmental
DEF-0010620,BCH-0003661,PRT-0089439,Dimensional Error,Minor,2023-05-15 03:04:15,Ultrasonic,True,127.44,Process Drift
DEF-0010621,BCH-0036456,PRT-0031347,Surface Crack,Minor,2023-10-13 19:26:03,Ultrasonic,False,114.03,Supplier Material
DEF-0010622,BCH-0089155,PRT-0066729,Material Defect,Minor,2024-09-18 22:58:16,CMM,False,22.35,Process Drift
DEF-0010623,BCH-0076269,PRT-0067585,Assembly Fault,Major,2023-01-01 06:16:19,X-Ray,True,222.76,Operator Error
DEF-0010624,BCH-0016083,PRT-0035228,Assembly Fault,Major,2023-10-19 11:52:59,X-Ray,False,30.04,Machine Wear
DEF-0010625,BCH-0033273,PRT-0005327,Assembly Fault,Minor,2023-11-11 12:26:16,Automated Vision,False,156.56,Supplier Material
DEF-0010626,BCH-0065725,PRT-0039868,Material Defect,Minor,2022-02-07 20:40:28,Visual Inspection,False,248.78,Machine Wear
DEF-0010627,BCH-0081133,PRT-0051283,Dimensional Error,Minor,2022-06-23 20:20:55,Automated Vision,False,86.23,Operator Error
DEF-0010628,BCH-0016404,PRT-0095408,Dimensional Error,Minor,2023-09-15 00:29:49,Automated Vision,False,7.97,Operator Error
DEF-0010629,BCH-0034327,PRT-0043915,Surface Crack,Minor,2022-03-16 15:55:01,Ultrasonic,True,433.97,Process Drift
DEF-0010630,BCH-0000691,PRT-0037942,Assembly Fault,Minor,2024-07-15 00:00:51,Ultrasonic,False,203.19,Operator Error
DEF-0010631,BCH-0070353,PRT-0097563,Calibration Drift,Minor,2023-05-21 16:11:41,Ultrasonic,True,80.13,Supplier Material
DEF-0010632,BCH-0088010,PRT-0084865,Dimensional Error,Critical,2023-03-06 08:55:51,CMM,True,179.22,Machine Wear
DEF-0010633,BCH-0091104,PRT-0072551,Surface Crack,Major,2023-06-17 07:36:24,Visual Inspection,False,120.71,Supplier Material
DEF-0010634,BCH-0038877,PRT-0037118,Dimensional Error,Major,2023-06-19 06:42:44,Ultrasonic,False,47.32,Process Drift
DEF-0010635,BCH-0095950,PRT-0085648,Calibration Drift,Critical,2022-05-09 20:08:51,CMM,True,74.5,Machine Wear
DEF-0010636,BCH-0005122,PRT-0090693,Surface Crack,Minor,2022-08-06 00:42:26,X-Ray,False,76.31,Machine Wear
DEF-0010637,BCH-0047895,PRT-0031082,Material Defect,Critical,2024-06-24 09:42:49,Ultrasonic,True,8.64,Operator Error
DEF-0010638,BCH-0049802,PRT-0052908,Assembly Fault,Minor,2022-02-03 12:20:53,CMM,False,61.3,Supplier Material
DEF-0010639,BCH-0024060,PRT-0060435,Calibration Drift,Minor,2024-12-25 16:22:01,CMM,True,125.47,Supplier Material
DEF-0010640,BCH-0007305,PRT-0033047,Dimensional Error,Major,2023-10-08 12:25:46,CMM,False,1.55,Machine Wear
DEF-0010641,BCH-0044459,PRT-0015106,Surface Crack,Minor,2022-03-25 02:41:34,X-Ray,False,63.59,Process Drift
DEF-0010642,BCH-0027796,PRT-0074618,Surface Crack,Minor,2023-11-04 16:37:53,Visual Inspection,False,7.69,Supplier Material
DEF-0010643,BCH-0073897,PRT-0042060,Dimensional Error,Minor,2022-04-07 00:05:59,Visual Inspection,False,87.88,Machine Wear
DEF-0010644,BCH-0086786,PRT-0058130,Assembly Fault,Critical,2024-05-06 14:43:23,X-Ray,True,4.58,Environmental
DEF-0010645,BCH-0022282,PRT-0072407,Assembly Fault,Minor,2024-03-11 00:33:30,Visual Inspection,True,239.35,Operator Error
DEF-0010646,BCH-0022486,PRT-0004759,Dimensional Error,Minor,2022-06-22 16:14:40,CMM,True,15.2,Supplier Material
DEF-0010647,BCH-0078076,PRT-0023709,Dimensional Error,Major,2023-12-09 11:37:38,Visual Inspection,False,26.49,Process Drift
DEF-0010648,BCH-0059675,PRT-0054114,Dimensional Error,Major,2023-03-13 15:07:48,X-Ray,True,81.1,Machine Wear
DEF-0010649,BCH-0058751,PRT-0023647,Calibration Drift,Major,2023-03-08 09:59:27,Automated Vision,False,10.97,Supplier Material
DEF-0010650,BCH-0035093,PRT-0075928,Material Defect,Minor,2022-07-24 00:38:19,Visual Inspection,False,106.44,Environmental
DEF-0010651,BCH-0057705,PRT-0024751,Weld Failure,Critical,2022-07-07 03:19:15,Automated Vision,True,105.46,Process Drift
DEF-0010652,BCH-0093542,PRT-0035283,Dimensional Error,Minor,2024-11-15 20:46:24,Automated Vision,False,196.04,Process Drift
DEF-0010653,BCH-0069685,PRT-0047219,Dimensional Error,Major,2022-10-25 08:03:31,Visual Inspection,False,9.2,Operator Error
DEF-0010654,BCH-0048563,PRT-0062484,Weld Failure,Major,2024-05-19 02:15:29,CMM,False,73.08,Environmental
DEF-0010655,BCH-0021920,PRT-0078377,Dimensional Error,Minor,2023-09-08 06:32:00,X-Ray,False,11.04,Machine Wear
DEF-0010656,BCH-0053769,PRT-0048729,Calibration Drift,Minor,2022-02-10 10:27:54,X-Ray,False,50.44,Supplier Material
DEF-0010657,BCH-0019015,PRT-0044137,Weld Failure,Major,2024-03-31 06:10:50,X-Ray,True,41.38,Environmental
DEF-0010658,BCH-0032744,PRT-0099288,Assembly Fault,Minor,2022-07-12 05:12:03,X-Ray,False,21.16,Environmental
DEF-0010659,BCH-0091778,PRT-0045658,Weld Failure,Minor,2022-10-26 17:44:32,CMM,False,65.53,Supplier Material
DEF-0010660,BCH-0046810,PRT-0011492,Surface Crack,Minor,2022-07-24 17:19:12,X-Ray,False,279.06,Machine Wear
DEF-0010661,BCH-0063993,PRT-0049856,Material Defect,Major,2023-03-10 17:31:59,Ultrasonic,False,156.18,Operator Error
DEF-0010662,BCH-0086928,PRT-0076802,Dimensional Error,Minor,2024-04-16 00:21:56,Visual Inspection,False,58.28,Supplier Material
DEF-0010663,BCH-0056419,PRT-0094910,Material Defect,Minor,2023-08-03 20:24:03,CMM,False,14.58,Machine Wear
DEF-0010664,BCH-0034500,PRT-0091050,Surface Crack,Minor,2023-04-08 17:34:02,X-Ray,True,122.83,Machine Wear
DEF-0010665,BCH-0095189,PRT-0085505,Assembly Fault,Major,2023-07-16 13:13:41,CMM,False,90.89,Process Drift
DEF-0010666,BCH-0070319,PRT-0082806,Material Defect,Major,2023-09-19 03:47:06,X-Ray,False,21.52,Machine Wear
DEF-0010667,BCH-0065192,PRT-0085777,Dimensional Error,Minor,2022-01-05 10:16:42,Ultrasonic,True,106.44,Machine Wear
DEF-0010668,BCH-0063431,PRT-0029470,Calibration Drift,Minor,2022-08-17 00:55:10,X-Ray,True,132.71,Operator Error
DEF-0010669,BCH-0086549,PRT-0015826,Calibration Drift,Minor,2023-05-29 13:27:35,Visual Inspection,False,14.18,Machine Wear
DEF-0010670,BCH-0007945,PRT-0057077,Surface Crack,Critical,2023-04-02 17:09:08,X-Ray,False,200.09,Operator Error
DEF-0010671,BCH-0099306,PRT-0045654,Dimensional Error,Minor,2024-08-17 19:48:07,Automated Vision,True,129.36,Supplier Material
DEF-0010672,BCH-0003777,PRT-0041547,Calibration Drift,Major,2023-04-12 07:32:04,Ultrasonic,True,117.42,Operator Error
DEF-0010673,BCH-0001699,PRT-0025036,Surface Crack,Minor,2023-11-21 08:33:49,X-Ray,False,38.44,Supplier Material
DEF-0010674,BCH-0068750,PRT-0062046,Dimensional Error,Major,2022-07-19 12:15:16,CMM,True,86.08,Process Drift
DEF-0010675,BCH-0047421,PRT-0099703,Weld Failure,Major,2024-05-17 05:13:30,CMM,False,69.15,Process Drift
DEF-0010676,BCH-0029597,PRT-0073443,Assembly Fault,Minor,2023-07-07 19:49:03,Ultrasonic,False,61.67,Machine Wear
DEF-0010677,BCH-0059565,PRT-0069199,Dimensional Error,Minor,2022-10-12 06:09:38,Visual Inspection,False,35.85,Process Drift
DEF-0010678,BCH-0071471,PRT-0006368,Weld Failure,Minor,2023-02-18 13:13:55,X-Ray,False,113.29,Supplier Material
DEF-0010679,BCH-0024489,PRT-0080530,Assembly Fault,Minor,2022-05-09 17:47:04,X-Ray,True,62.92,Operator Error
DEF-0010680,BCH-0068151,PRT-0004790,Weld Failure,Minor,2022-04-01 22:53:46,Visual Inspection,False,13.21,Environmental
DEF-0010681,BCH-0019518,PRT-0075809,Material Defect,Minor,2023-03-28 15:02:55,CMM,True,220.16,Process Drift
DEF-0010682,BCH-0042949,PRT-0066647,Assembly Fault,Critical,2023-08-13 12:44:07,Ultrasonic,True,29.86,Environmental
DEF-0010683,BCH-0037358,PRT-0042548,Dimensional Error,Major,2023-10-18 19:10:31,X-Ray,False,137.82,Environmental
DEF-0010684,BCH-0099256,PRT-0091437,Dimensional Error,Minor,2023-10-20 13:58:19,Automated Vision,True,141.8,Operator Error
DEF-0010685,BCH-0028178,PRT-0053453,Assembly Fault,Major,2023-01-03 03:09:34,X-Ray,False,12.25,Operator Error
DEF-0010686,BCH-0069784,PRT-0024650,Material Defect,Major,2022-10-29 23:28:42,Visual Inspection,True,298.4,Operator Error
DEF-0010687,BCH-0054451,PRT-0094697,Assembly Fault,Major,2023-11-27 17:05:44,CMM,False,76.85,Machine Wear
DEF-0010688,BCH-0007751,PRT-0005149,Assembly Fault,Critical,2022-02-05 10:23:27,Ultrasonic,False,155.99,Supplier Material
DEF-0010689,BCH-0070850,PRT-0041555,Assembly Fault,Major,2023-05-21 12:07:47,X-Ray,False,533.75,Machine Wear
DEF-0010690,BCH-0075314,PRT-0062797,Surface Crack,Minor,2024-06-06 11:40:57,X-Ray,True,74.56,Supplier Material
DEF-0010691,BCH-0070281,PRT-0042037,Dimensional Error,Minor,2023-04-18 22:45:50,Automated Vision,False,65.3,Machine Wear
DEF-0010692,BCH-0028905,PRT-0039545,Weld Failure,Major,2022-12-16 02:27:46,X-Ray,True,40.7,Supplier Material
DEF-0010693,BCH-0055514,PRT-0051021,Surface Crack,Minor,2022-07-28 16:30:50,Ultrasonic,False,317.05,Machine Wear
DEF-0010694,BCH-0004167,PRT-0050438,Assembly Fault,Critical,2022-11-10 05:25:04,X-Ray,True,163.78,Machine Wear
DEF-0010695,BCH-0080028,PRT-0045271,Assembly Fault,Major,2023-04-30 23:50:46,CMM,False,100.23,Supplier Material
DEF-0010696,BCH-0001483,PRT-0008227,Surface Crack,Minor,2024-11-09 08:52:51,Ultrasonic,False,1.46,Machine Wear
DEF-0010697,BCH-0024955,PRT-0020128,Assembly Fault,Major,2022-01-13 02:00:08,CMM,False,7.73,Operator Error
DEF-0010698,BCH-0028824,PRT-0073618,Calibration Drift,Minor,2023-02-11 09:25:04,CMM,True,118.09,Process Drift
DEF-0010699,BCH-0045150,PRT-0025053,Assembly Fault,Minor,2022-09-22 12:55:47,Automated Vision,False,55.22,Machine Wear
DEF-0010700,BCH-0052208,PRT-0008067,Surface Crack,Major,2023-12-02 06:54:15,X-Ray,True,200.98,Supplier Material
DEF-0010701,BCH-0000319,PRT-0003380,Surface Crack,Minor,2024-05-12 00:35:18,Visual Inspection,False,300.04,Machine Wear
DEF-0010702,BCH-0095812,PRT-0090822,Dimensional Error,Minor,2022-04-03 05:55:26,Automated Vision,False,181.4,Operator Error
DEF-0010703,BCH-0096107,PRT-0086833,Assembly Fault,Major,2024-12-26 08:18:01,Automated Vision,False,120.22,Supplier Material
DEF-0010704,BCH-0076904,PRT-0049805,Calibration Drift,Minor,2022-09-19 15:58:46,Visual Inspection,True,145.63,Process Drift
DEF-0010705,BCH-0099588,PRT-0036956,Dimensional Error,Critical,2022-10-31 12:15:47,Visual Inspection,True,120.58,Process Drift
DEF-0010706,BCH-0093354,PRT-0013287,Assembly Fault,Major,2022-02-26 15:04:26,CMM,True,38.93,Supplier Material
DEF-0010707,BCH-0013657,PRT-0065594,Surface Crack,Major,2022-11-27 14:54:38,Visual Inspection,True,212.72,Operator Error
DEF-0010708,BCH-0037996,PRT-0002380,Dimensional Error,Major,2024-08-20 01:39:23,Visual Inspection,False,262.97,Machine Wear
DEF-0010709,BCH-0032676,PRT-0054023,Calibration Drift,Major,2022-11-20 08:30:49,Ultrasonic,True,6.64,Supplier Material
DEF-0010710,BCH-0042518,PRT-0030231,Dimensional Error,Critical,2023-12-02 06:54:18,Visual Inspection,False,116.62,Operator Error
DEF-0010711,BCH-0023647,PRT-0050098,Material Defect,Critical,2023-11-13 11:08:26,Visual Inspection,False,67.01,Supplier Material
DEF-0010712,BCH-0092047,PRT-0029933,Surface Crack,Critical,2024-01-21 01:33:49,Visual Inspection,True,403.99,Environmental
DEF-0010713,BCH-0067377,PRT-0007525,Calibration Drift,Minor,2022-05-04 15:01:09,X-Ray,True,187.97,Environmental
DEF-0010714,BCH-0022806,PRT-0019952,Material Defect,Minor,2024-09-22 08:36:23,CMM,False,0.43,Environmental
DEF-0010715,BCH-0014335,PRT-0036968,Surface Crack,Major,2023-07-24 15:20:14,Automated Vision,True,42.77,Machine Wear
DEF-0010716,BCH-0021471,PRT-0042639,Weld Failure,Major,2023-04-26 06:39:17,Visual Inspection,False,401.2,Process Drift
DEF-0010717,BCH-0001337,PRT-0077397,Material Defect,Major,2024-12-23 13:16:40,Ultrasonic,True,194.42,Process Drift
DEF-0010718,BCH-0033529,PRT-0040432,Dimensional Error,Major,2024-07-29 21:01:26,X-Ray,True,30.41,Operator Error
DEF-0010719,BCH-0031695,PRT-0096639,Dimensional Error,Minor,2022-07-01 07:50:21,Automated Vision,False,60.84,Machine Wear
DEF-0010720,BCH-0091823,PRT-0010579,Dimensional Error,Critical,2023-01-13 00:59:56,Automated Vision,True,254.08,Supplier Material
DEF-0010721,BCH-0021821,PRT-0099003,Material Defect,Minor,2022-06-28 16:40:28,Visual Inspection,False,135.64,Operator Error
DEF-0010722,BCH-0016742,PRT-0045562,Calibration Drift,Major,2022-12-21 07:35:13,Ultrasonic,True,222.85,Machine Wear
DEF-0010723,BCH-0094368,PRT-0064826,Weld Failure,Minor,2022-11-11 02:02:26,Automated Vision,False,240.74,Supplier Material
DEF-0010724,BCH-0042373,PRT-0099558,Surface Crack,Major,2024-06-04 04:10:21,CMM,False,436.84,Machine Wear
DEF-0010725,BCH-0013642,PRT-0033087,Surface Crack,Minor,2024-09-01 14:26:00,CMM,False,15.94,Operator Error
DEF-0010726,BCH-0095868,PRT-0099953,Surface Crack,Minor,2024-04-04 09:05:23,CMM,True,45.55,Process Drift
DEF-0010727,BCH-0016956,PRT-0040518,Dimensional Error,Critical,2024-12-27 11:18:37,Visual Inspection,True,64.79,Supplier Material
DEF-0010728,BCH-0019230,PRT-0096555,Dimensional Error,Minor,2023-11-21 03:30:02,Ultrasonic,True,176.68,Process Drift
DEF-0010729,BCH-0070918,PRT-0063338,Dimensional Error,Major,2022-03-12 08:57:12,Automated Vision,True,271.0,Operator Error
DEF-0010730,BCH-0042709,PRT-0083347,Surface Crack,Minor,2022-07-01 22:58:21,Automated Vision,False,220.13,Process Drift
DEF-0010731,BCH-0055082,PRT-0024342,Dimensional Error,Minor,2023-09-11 06:36:07,Visual Inspection,False,84.36,Process Drift
DEF-0010732,BCH-0045481,PRT-0065224,Material Defect,Minor,2024-12-23 04:39:04,CMM,True,435.54,Machine Wear
DEF-0010733,BCH-0008633,PRT-0082358,Surface Crack,Minor,2024-10-10 00:11:12,X-Ray,True,101.56,Process Drift
DEF-0010734,BCH-0076774,PRT-0073303,Calibration Drift,Minor,2022-08-25 05:33:51,CMM,True,138.23,Machine Wear
DEF-0010735,BCH-0060574,PRT-0074243,Dimensional Error,Critical,2023-04-13 12:08:13,X-Ray,False,3.34,Operator Error
DEF-0010736,BCH-0056585,PRT-0047766,Assembly Fault,Minor,2022-12-02 23:57:21,Ultrasonic,True,363.82,Supplier Material
DEF-0010737,BCH-0083085,PRT-0018262,Dimensional Error,Minor,2023-12-18 00:44:36,Ultrasonic,False,54.77,Operator Error
DEF-0010738,BCH-0004551,PRT-0084977,Material Defect,Minor,2024-09-30 18:11:52,Automated Vision,False,425.71,Supplier Material
DEF-0010739,BCH-0028908,PRT-0080067,Material Defect,Minor,2024-09-20 21:23:06,Automated Vision,True,44.3,Machine Wear
DEF-0010740,BCH-0048385,PRT-0068113,Dimensional Error,Minor,2022-03-18 05:16:47,X-Ray,True,121.69,Machine Wear
DEF-0010741,BCH-0026378,PRT-0029316,Material Defect,Major,2022-05-09 01:01:39,X-Ray,False,97.07,Environmental
DEF-0010742,BCH-0013594,PRT-0002681,Surface Crack,Critical,2023-12-10 16:58:16,Ultrasonic,False,7.31,Supplier Material
DEF-0010743,BCH-0032321,PRT-0006235,Dimensional Error,Critical,2023-07-22 03:44:16,Automated Vision,True,119.1,Supplier Material
DEF-0010744,BCH-0051706,PRT-0089993,Dimensional Error,Critical,2022-01-10 00:28:39,X-Ray,True,64.54,Machine Wear
DEF-0010745,BCH-0046600,PRT-0062565,Assembly Fault,Major,2023-06-06 03:07:17,X-Ray,False,129.68,Operator Error
DEF-0010746,BCH-0085404,PRT-0033428,Calibration Drift,Minor,2022-10-04 18:05:00,Ultrasonic,False,100.88,Process Drift
DEF-0010747,BCH-0078493,PRT-0079297,Surface Crack,Minor,2024-08-19 20:28:18,CMM,False,238.23,Supplier Material
DEF-0010748,BCH-0018228,PRT-0011233,Weld Failure,Minor,2023-03-05 05:00:58,CMM,False,5.15,Machine Wear
